ticker,avg_gbm_sent_yearly_mae,avg_gbm_sent_yearly_rmse,best_gbm_sent_yearly_mae,worst_gbm_sent_yearly_mae
AAPL,40.30703494297256,49.27888260075299,9.61835351737149,65.67827670726768
AMD,40.47969567256237,48.4521089703526,29.767589055594964,51.33499295881611
AMZN,31.119438188108514,35.18609915062022,15.869546485953133,50.44400486945251
JNJ,21.512937526736955,24.761660327491324,9.800734824557967,37.05552164121044
KO,4.7495239465872565,5.485841206234386,1.5567027188442963,8.019511332304607
MSFT,45.001878696781844,51.46091888210956,21.563046597693408,102.39165254251421
NFLX,20.085683620787705,22.21073300298742,8.343448674334239,33.897883402214234
NVDA,25.91539857998939,28.624843742239143,15.183301108862784,34.72877520033415
WMT,13.855176911187584,16.2284769984639,1.8887549179473213,19.059224853284654
