ticker,year,month,window_size,mu,sigma,beta_sentiment,MAE,RMSE
JNJ,2023,5,252,0.0841918080897387,0.17024557990521635,-0.13073778826987395,5.162123318558784,6.176932184715957
JNJ,2023,6,252,-0.008848563292561437,0.1647946111849904,-0.07025955634665533,6.221063883499879,6.76784903763618
JNJ,2023,7,252,0.062230208029501466,0.15621192566571881,-0.0490091978404801,4.386588170487181,4.850322587515347
JNJ,2023,8,252,0.10667072589004994,0.16862755602128002,-0.2697056170168444,3.5509830778816616,5.088872959674429
JNJ,2023,9,252,0.057358544417426424,0.16893588827591158,-0.33916596338352745,3.014518644858865,4.264491962295895
JNJ,2023,10,252,0.03250531526340813,0.16889726811087835,-0.36859261456335696,5.327047419474824,7.215750671329694
JNJ,2023,11,252,-0.01610811616235304,0.16512191507237894,-0.3612760707090588,1.9389485552273602,2.1944349691773084
JNJ,2023,12,252,-0.00802962716655813,0.16196067172542272,-0.4287016242723464,9.07328244582972,10.217377551489196
JNJ,2024,1,252,-0.06359168922024891,0.16265114176937676,-0.4774737884639305,2.211250967084092,2.8583592363161348
JNJ,2024,2,252,-0.07203607416363861,0.16168468711356904,-0.5151860579235069,3.9153363086627038,4.225223921579877
JNJ,2024,3,252,0.021868619994389535,0.15878628087089808,-0.5548270364859317,9.340413162000736,10.597906147665148
JNJ,2024,4,252,0.04412134904378745,0.15628239740750546,-0.46465507383356014,11.303075239746388,12.857107691505053
JNJ,2024,5,252,-0.11491690285562053,0.15085079555479317,-0.5072823396505094,4.702870243520718,5.873371038722321
JNJ,2024,6,252,-0.053165776909323434,0.161979715176573,-0.6138153493263304,9.422721450645762,10.710305953778215
JNJ,2024,7,252,-0.11226704723234102,0.16121651116275024,-0.5901661198749041,2.163884229283748,2.529565719098816
JNJ,2024,8,252,-0.09165251928515834,0.15932926433977865,-0.4670327548162425,5.930118122710287,6.562100408424788
JNJ,2024,9,252,-0.011180810476234843,0.15299649164621137,-0.15865450468534031,3.5822124821881873,4.46210235757828
JNJ,2024,10,252,-0.014857817514336506,0.15153108594289816,-0.2222345011664094,2.2265036663411424,2.7879118874637143
JNJ,2024,11,252,0.022473228374125347,0.1509081754850686,-0.22854331877498127,5.162371222021276,5.5885743982565455
JNJ,2024,12,252,0.02150017354323696,0.1495086608393296,-0.1636798159210177,8.222504642344694,8.885334882766674
JNJ,2025,1,252,-0.08063582825425047,0.14956576999948518,-0.22356530839667885,2.27812081583579,3.2309602224215705
JNJ,2025,2,252,-0.07790248806092391,0.1596354670865369,-0.16965338769026397,5.577654657431989,7.2969271851514375
JNJ,2025,3,252,0.06154894564194855,0.16237636683924683,-0.03631659202850836,3.98405227744086,4.498324603994817
JNJ,2025,4,252,0.04924089472355281,0.16366727220898916,-0.050130948221063204,1.778556194597382,2.471354372572347
JNJ,2025,5,252,0.03644144183038908,0.19104434457851005,0.031580797902195784,1.6293535342858683,2.5452330036061444
JNJ,2025,6,252,0.030058737058082645,0.18899385095278162,0.08215153700261392,1.0166593593022668,1.2769224995453579
JNJ,2025,7,252,0.02239083237200138,0.18882746085198607,0.08806013687971395,6.941707786757351,8.799329371899669
JNJ,2025,8,252,0.10106964903308586,0.1964735992821571,0.327872406748428,11.47364436984682,12.81695712091716
JNJ,2025,9,252,0.13920010016824638,0.19419323111858233,0.2614535720146949,2.1358923711168583,3.4310783173250488
JNJ,2025,10,252,0.15647107571407662,0.18990117381491675,0.26034598885594473,7.119483403160382,7.94381285611507
JNJ,2025,11,252,0.17818259347939164,0.18898638124692307,0.26945843228127836,11.87041863381068,14.869242242424827
JNJ,2025,12,252,0.2576981287373858,0.1920457764297968,0.20578527519802503,0.059877820581618835,0.0846800259518682
MSFT,2022,1,252,0.421842647371678,0.21019502925134614,-0.04869283116089224,30.294519618304243,33.11303626086337
MSFT,2022,2,252,0.2688964633506238,0.2125132013573619,-0.09415979602364272,12.190613882090352,14.591673143279998
MSFT,2022,3,252,0.24004643060778627,0.22754747212884519,-0.11764281508068274,7.906709489669904,10.100414811514069
MSFT,2022,4,252,0.24883526245121831,0.23457735533131274,-0.1703167250950129,23.417863971906613,26.45345944197994
MSFT,2022,5,252,0.10386233059481725,0.2551472765690319,-0.22415410954404474,17.821560173013744,19.986995548901675
MSFT,2022,6,252,0.10244994542000757,0.2709538115260099,-0.15868392914210175,14.142135249762516,17.14591399623571
MSFT,2022,7,252,-0.04520284942090225,0.2868201257473625,-0.07056157459235277,6.188982933849106,8.163869475778226
MSFT,2022,8,252,-0.012176936658770648,0.30027096170245143,0.16839482557237237,6.770806707563558,8.242832524153307
MSFT,2022,9,252,-0.13536985303384158,0.30534542017724847,0.6132727430480485,13.575975512269181,15.83112949073587
MSFT,2022,10,252,-0.18267413009392033,0.3113828399981962,0.7004760706471344,7.77130813601773,8.715784860166552
MSFT,2022,11,252,-0.34835187890857,0.33316204531353305,1.4143775718466638,19.32929959119292,22.60606492034913
MSFT,2022,12,252,-0.24973982206524217,0.35359679536411526,1.1277436665399427,4.812365932525957,5.625677060734193
MSFT,2023,1,252,-0.33772845929186535,0.35259230373489076,1.015894537911452,8.697141145221169,10.757251324298899
MSFT,2023,2,252,-0.20895492591576525,0.35359046932951577,0.8947619391644709,15.068613071526988,16.27067443025176
MSFT,2023,3,252,-0.16587463057863383,0.3522911417140951,0.861705163513596,26.84732140750485,31.963641019544728
MSFT,2023,4,252,-0.07518293289578853,0.3485789527476239,0.6408110240446876,6.047465811582487,9.58769675198058
MSFT,2023,5,252,0.09123283314312508,0.3455847478570633,0.7108581381931441,9.164100670580115,12.259162086079076
MSFT,2023,6,252,0.19347109996833423,0.3293061076021065,0.8869315859565023,5.4134892470108245,6.576575619078776
MSFT,2023,7,252,0.27847125812263573,0.32034530684637735,0.9548193769171508,9.368279048527146,11.72622664463761
MSFT,2023,8,252,0.20460757623298015,0.31531232046622276,0.9745473242877472,11.042901547905718,12.25301944713753
MSFT,2023,9,252,0.22985607572069683,0.31094427222016446,0.4509830347921967,7.58728633919292,9.407702299695309
MSFT,2023,10,252,0.2794779149996637,0.30517658953452714,0.6076092063976878,8.091818944314992,9.02770334021161
MSFT,2023,11,252,0.3697050160543592,0.2811932119474513,0.592377904755283,11.634653274411502,12.712894541366383
MSFT,2023,12,252,0.4641135039042762,0.26327502096618893,0.666090673927086,11.735110063379315,12.792759127372383
MSFT,2024,1,252,0.48093998588994497,0.24999591880030334,0.5806830363140411,10.080870531779423,11.833302100163936
MSFT,2024,2,252,0.50235670941386,0.23762255039858043,0.5445113748499838,6.1952745018624,7.224779810663325
MSFT,2024,3,252,0.5140317210368408,0.22572461633130078,0.4767858411861292,8.222162929364293,10.070016243967173
MSFT,2024,4,252,0.4325340471194312,0.22101140355962576,0.3524331363106512,19.982240201243595,25.181757917642788
MSFT,2024,5,252,0.2449068288522494,0.20985810119336148,0.16488829133888347,16.14854585017832,17.878276252807257
MSFT,2024,6,252,0.24218199842090732,0.20885804526243013,0.2004562919234577,20.566343259432106,23.069522755044797
MSFT,2024,7,252,0.29357416182465196,0.20124880868224954,0.1903642052078488,17.622837728065278,22.675601596078913
MSFT,2024,8,252,0.22723744483695982,0.19746517567014307,0.29655386867403727,7.0051633539177764,9.247763897769381
MSFT,2024,9,252,0.24548060590450538,0.19880109729044862,0.4713113399605017,9.706049435192549,11.06512203193763
